ra,dec,source_type,z_spec,z_phot_mean,mag_g,mag_r,mag_z
29.4748,-4.0125,SER,-99,0.5937,21.4653,19.577,18.1847
29.4866,5.0108,SER,0.5291,0.5372,20.2587,18.346,17.0743
29.488,-7.334,SER,0.4374,0.4152,19.9763,18.1325,17.142
29.4992,5.4364,DEV,-99,0.3755,19.9252,18.9248,18.1229
29.5074,5.1653,REX,0.6339,0.5953,20.8927,19.8692,18.9593
29.5115,26.2972,SER,0.2997,0.2917,19.9486,18.4707,17.5353
29.5154,-12.5906,SER,-99,0.7113,21.9005,19.9146,18.2221
29.5182,-10.8674,SER,-99,0.3637,19.7862,17.9859,17.0824
29.5203,-17.771,SER,-99,0.2675,20.2636,19.4062,19.009
29.5227,-0.9843,SER,0.5362,0.524,20.9852,19.1226,17.9017
29.5282,-46.0852,EXP,-99,0.5858,22.3685,20.8753,19.7019
29.5477,-32.0143,SER,0.5085,0.4935,20.8306,18.8667,17.7025
29.5586,14.502,EXP,-99,0.4391,21.386,20.5392,19.9942
29.5598,14.5031,SER,-99,0.2743,19.9842,18.4827,17.6527
29.5624,-17.197,SER,-99,0.2302,19.8928,19.2716,18.9321
29.5625,29.0637,SER,0.5637,0.5754,21.4596,19.5573,18.1856
29.589,-20.9759,SER,-99,0.2971,19.7112,18.1483,17.313
29.5918,-12.4279,SER,-99,0.2637,19.6384,18.6126,17.954
29.6033,-25.1539,SER,-99,0.3395,20.226,18.9218,17.9931
29.6055,-1.7892,SER,-99,0.1966,18.5341,17.7107,17.0081
29.6334,-17.5331,REX,-99,0.2214,19.7179,19.0806,18.7307
29.6383,-2.2325,DEV,-99,0.8114,23.3866,21.3066,19.3197
29.6409,-44.6754,SER,-99,0.2571,20.0721,18.7192,17.9862
29.6556,-26.1929,SER,-99,0.7986,22.6543,20.9173,19.1056
29.6559,-11.5746,DEV,-99,0.6834,21.5296,20.1263,18.7202
29.6763,-3.5464,SER,-99,0.4071,21.3999,19.683,18.7008
29.6798,-11.6391,DEV,-99,0.4184,22.1065,20.6458,19.7463
29.6812,-23.5776,REX,-99,0.1373,19.2938,18.8032,18.5084
29.6819,-13.0258,DEV,-99,0.4756,20.5596,18.8959,17.8332
29.6846,-5.6458,REX,-99,0.5086,22.6209,20.8317,19.7189
29.6859,-1.2798,EXP,-99,0.418,20.6686,19.5191,18.8161
29.6967,20.9503,REX,-99,0.3959,20.3281,18.98,18.1081
29.7019,-22.1656,DEV,-99,0.6105,21.6047,19.759,18.3356
29.7076,-34.2272,SER,-99,0.5009,20.5589,19.4864,18.6939
29.7202,0.3009,SER,0.362,0.3835,20.3397,18.6311,17.7085
29.7281,28.9365,SER,-99,0.2647,19.5876,18.1354,17.2994
29.7287,28.9361,DEV,-99,0.2984,19.8394,18.4621,17.5889
29.7385,-43.7425,EXP,-99,0.7896,22.0897,21.1154,19.849
29.7399,12.3165,SER,-99,0.2628,20.3404,19.3776,18.6098
29.7653,-12.9349,SER,-99,0.5836,20.6946,18.9582,17.616
29.7772,-12.6576,REX,-99,0.6817,21.6514,20.597,19.5864
29.7786,-6.7233,DEV,0.7021,0.7004,22.194,20.2914,18.6501
29.8013,-21.4827,SER,-99,0.784,21.8787,19.8443,17.9298
29.8062,-11.5269,SER,-99,0.3939,20.1328,19.1586,18.5153
29.8068,-3.5725,SER,-99,0.1413,19.2899,18.8408,18.5182
29.8115,-0.4217,SER,-99,0.4117,20.3378,18.9839,18.1385
29.8167,27.8386,SER,0.5492,0.5506,21.0647,19.1402,17.835
29.8216,-16.664,DEV,-99,0.2644,20.2832,18.8619,18.0887
29.8396,-61.8558,SER,-99,0.2457,19.7964,18.6141,17.919
29.846,-64.723,SER,-99,0.5192,22.2451,20.303,19.0358
29.8495,-17.4115,SER,-99,0.2996,20.3431,18.8799,18.0604
29.8501,-11.3998,SER,-99,0.2309,18.9412,17.6333,16.8925
29.853,-8.4681,SER,0.2636,0.2689,19.2523,17.7529,16.9625
29.8639,-0.1275,DEV,-99,0.822,23.3071,21.4189,19.4864
29.865,-1.048,SER,-99,0.2152,20.3879,19.7218,19.2613
29.8724,-56.588,SER,-99,0.194,18.8167,17.5567,16.7482
29.8822,10.0054,SER,-99,0.2863,20.7132,19.1401,18.0959
29.8828,-23.3517,SER,-99,0.4693,20.9913,19.3614,18.2719
29.8932,-43.2042,SER,-99,0.3595,20.3723,19.3051,18.5866
29.8977,-13.0542,SER,-99,0.2639,20.2953,19.5724,19.0847
29.9119,-4.7159,DEV,0.5561,0.5616,22.3301,20.5003,19.2251
29.915,-30.1725,SER,-99,0.7224,22.6807,20.5975,18.9269
29.9171,-48.2742,SER,-99,0.217,18.953,17.7331,17.0577
29.9198,-24.0197,REX,-99,0.7874,20.9223,20.2367,19.0517
29.9199,7.1237,DEV,-99,0.1795,20.383,19.2066,18.4739
29.9229,29.5992,SER,-99,0.4466,20.7381,18.9586,17.944
29.932,-47.1414,REX,-99,0.3795,20.477,19.5559,18.9568
29.9544,4.4724,REX,-99,0.3561,20.3322,19.5684,18.654
29.9694,-5.7456,SER,-99,0.1894,19.4822,18.2863,17.5515
29.9857,-8.3484,DEV,-99,0.6079,22.3108,20.6263,19.3153
29.9864,-8.349,SER,0.6211,0.6162,21.5743,19.6879,18.2097
29.9945,-46.2809,SER,-99,0.227,19.3895,18.7018,18.2909
29.9983,22.3855,DEV,0.7171,0.7499,23.0015,20.8499,18.998
30.0071,7.0731,SER,-99,0.6035,21.7676,20.6552,19.5535
30.0275,3.8201,SER,0.5791,0.5837,21.1763,19.2821,17.8963
30.0371,-12.6363,SER,-99,0.7383,21.9171,19.981,18.2513
30.0412,-37.1054,SER,-99,0.5596,21.5376,19.5953,18.265
30.0427,-30.9043,SER,0.2726,0.322,20.2302,18.6996,17.8059
30.0449,-56.6922,DEV,-99,0.4923,21.7282,19.8265,18.696
30.0498,-34.9351,DEV,-99,0.6559,22.509,20.8311,19.381
30.0666,-24.9156,DEV,-99,0.7416,23.3013,21.483,19.8094
30.0786,-11.2968,SER,-99,0.3734,20.1364,18.341,17.4344
30.0787,-11.2963,DEV,-99,0.4293,21.1768,19.4142,18.5085
30.081,0.3249,SER,0.6826,0.6831,21.3477,19.3883,17.7575
30.0824,-13.1217,DEV,-99,0.3461,20.7457,19.0236,18.1262
30.1018,-10.7692,SER,-99,0.2304,19.3952,18.2328,17.505
30.1054,-40.3413,SER,-99,0.217,20.1009,19.3422,18.8372
30.1056,-4.5027,DEV,-99,1.0511,24.055,21.7091,19.4842
30.1107,-25.5694,REX,-99,0.1962,19.806,19.2159,18.8422
30.1114,32.5104,SER,0.3251,0.3236,19.7636,18.0644,17.1084
30.1164,-16.2347,REX,-99,0.3331,19.8507,18.8757,18.2263
30.117,-12.3334,SER,-99,0.522,21.8484,20.204,19.1136
30.1175,-11.8206,REX,-99,0.2898,20.1937,19.3456,18.8101
30.1211,12.8051,SER,0.3437,0.3427,19.9573,18.2085,17.2767
30.1275,-10.4486,SER,-99,0.4439,20.4213,18.5905,17.5097
30.128,-3.3751,SER,-99,0.1827,18.5072,17.4329,16.7294
30.13,22.3135,SER,0.5338,0.538,21.7368,19.8587,18.5681
30.1351,21.4274,SER,-99,0.2572,21.1642,19.8613,18.3856
30.1626,3.6197,SER,0.4212,0.4036,20.6913,18.8688,17.9253
30.1743,-11.0445,SER,-99,0.1913,18.9402,17.7769,17.0382
30.1784,-26.8885,SER,-99,0.3752,20.335,18.8512,17.9212
30.1907,-35.4102,SER,-99,0.5583,22.0018,20.6622,19.643
30.1954,31.9228,SER,-99,0.2552,20.8892,19.6761,18.6965
30.1961,16.5148,SER,-99,0.5607,22.8308,21.0211,19.7305
30.2085,-13.9391,SER,-99,0.2477,18.8368,17.4431,16.7147
30.2165,-38.0097,SER,-99,0.3742,21.6698,20.2333,18.6168
30.236,1.3617,SER,-99,0.4469,19.7767,17.8941,16.8393
30.2388,17.876,SER,-99,0.0735,19.0992,18.704,18.4543
30.2401,1.4636,SER,-99,0.6353,22.2575,20.7874,19.5001
30.2419,-32.8564,REX,-99,0.6243,21.8319,20.6418,19.5664
30.2445,1.052,SER,0.593,0.5722,20.9305,19.2178,17.9306
30.2448,1.051,DEV,-99,0.6245,22.1961,20.8401,19.7216
30.2456,-0.2055,SER,-99,0.3726,20.8773,19.2032,18.2698
30.2463,-8.1801,SER,0.6461,0.6642,21.4541,20.0044,18.672
30.2531,-36.7018,REX,-99,0.4483,20.5403,19.3922,18.5169
30.2587,-22.6616,DEV,-99,0.8027,23.4259,21.2913,19.4125
30.262,25.4577,SER,-99,0.3711,20.2533,18.7799,17.8011
30.2672,21.4713,DEV,-99,0.5688,22.478,20.7335,19.4
30.2682,-43.7154,SER,-99,0.1539,19.9137,19.4392,19.1899
30.2756,-24.8811,SER,-99,0.6451,22.14,20.2305,18.7641
30.2773,-37.7981,SER,-99,0.2067,19.0582,17.887,17.0514
30.2786,-3.0612,SER,-99,0.3126,20.2145,18.6726,17.7921
30.2816,-59.5749,REX,-99,0.1256,20.1373,19.2498,18.6805
30.2832,-15.8547,SER,-99,0.4694,20.9677,19.1107,18.0089
30.2858,-37.7468,SER,-99,0.7659,23.0001,20.9016,19.118
30.2941,-48.9648,REX,-99,0.8072,21.629,20.8522,19.4483
30.3007,-23.8539,SER,-99,0.4241,20.3226,18.5539,17.545
30.3049,7.5723,SER,-99,0.1875,19.549,18.2366,17.3275
30.3088,11.3698,SER,-99,0.2492,20.3698,18.8234,17.9454
30.3103,-29.19,SER,-99,0.2202,20.0239,19.5433,19.4079
30.3224,-21.295,SER,-99,0.5086,20.9133,19.0123,17.8344
30.3246,-65.4837,DEV,-99,0.3228,20.5776,18.9522,18.0866
30.3319,3.7536,SER,-99,0.4401,20.2951,19.2705,18.5314
30.3339,-45.4197,SER,-99,0.1744,18.7729,17.737,17.0122
30.3371,16.9791,DEV,-99,0.8168,22.4177,20.4209,18.4347
30.3382,-60.166,SER,-99,0.3155,19.8117,18.1915,17.3679
30.3392,32.475,SER,0.3957,0.3317,20.6585,18.9964,17.9497
30.3467,0.7656,REX,-99,0.7349,21.82,20.6778,19.3773
30.3492,19.1683,SER,0.3584,0.4204,21.0445,19.2109,18.197
30.3613,-35.0814,SER,-99,0.2772,20.4325,18.9743,18.2427
30.3633,-6.6878,SER,0.6488,0.6464,20.8701,19.0796,17.578
30.3635,-28.756,SER,-99,0.5291,20.2423,18.3554,17.139
30.3668,-46.3631,DEV,-99,0.7266,22.3244,20.348,18.6487
30.3671,-46.3639,SER,-99,0.7113,22.3685,20.5207,18.8955
30.3721,-19.2383,EXP,-99,0.7613,21.2487,20.332,19.1352
30.3748,-13.6224,SER,-99,0.3997,20.7821,18.9707,18.0293
30.3791,-45.5571,SER,-99,0.3104,20.4781,19.4624,18.7434
30.3835,-2.9929,SER,-99,0.3508,21.0481,19.3599,18.4293
30.3904,-31.2165,DEV,-99,0.8146,22.8178,20.653,18.7293
30.3923,-18.3561,REX,-99,0.3288,22.208,20.6448,19.8554
30.4023,-16.0629,SER,-99,0.2134,19.7009,19.1578,18.8123
30.4023,-24.7792,DEV,-99,0.6613,21.7416,19.989,18.4752
30.4064,-61.7808,SER,-99,0.2411,19.3929,18.2501,17.4892
30.4093,-32.7997,SER,-99,0.5831,21.9406,20.1478,18.8744
30.4123,27.0032,REX,0.2484,0.2923,20.267,18.8029,17.7093
30.414,-44.103,REX,-99,0.3943,20.7266,19.4949,18.6927
30.4179,22.1401,SER,-99,0.6967,22.1611,20.111,18.399
30.4232,-57.5187,SER,-99,0.6432,21.6902,19.9398,18.459
30.4247,-12.4275,SER,-99,0.4181,24.4011,20.2113,18.9176
30.4259,-11.4409,SER,-99,0.2573,21.3648,20.1142,19.3839
30.4278,-18.6658,SER,-99,0.3063,19.3701,17.732,16.8918
30.4342,-54.2379,DEV,-99,0.433,21.4316,19.5698,18.5877
30.4345,-37.3282,SER,-99,0.7575,23.1495,21.1799,19.4284
30.4354,-45.2658,SER,-99,0.3919,20.6454,19.0914,18.0639
30.436,-27.6618,SER,-99,0.8232,22.3787,21.2576,19.532
30.4399,-37.7334,SER,-99,0.4066,22.4203,21.0288,19.4827
30.4421,-1.6429,DEV,0.2065,0.2139,19.0746,17.7855,17.0028
30.4483,-11.3319,REX,-99,0.3025,20.4241,19.4943,18.8265
30.4526,-11.8999,REX,-99,0.3853,21.0876,19.2647,18.3677
30.456,8.2627,EXP,-99,0.0793,19.9966,19.6961,19.4782
30.4573,-15.0238,DEV,-99,0.6785,23.0768,21.3445,19.8114
30.4642,-23.1212,SER,-99,0.7696,22.245,20.3544,18.5556
30.4737,-26.868,DEV,-99,0.8067,21.4012,20.2033,18.6263
30.4758,-45.3282,REX,-99,0.8751,21.392,20.7561,19.7083
30.4826,-7.935,SER,0.5231,0.5305,20.699,18.7367,17.485
30.4852,-24.8391,SER,-99,0.141,18.7914,17.8943,17.2626
30.4859,-25.612,SER,-99,0.5247,21.543,20.4401,19.8126
30.486,-60.7383,SER,-99,0.7328,22.5621,20.6512,18.927
30.4918,-25.0543,SER,-99,0.3813,21.1824,19.54,18.6711
30.5025,-20.4151,SER,-99,0.5158,22.4478,20.9631,19.9098
30.5195,21.0746,SER,-99,0.1722,20.0076,18.9119,18.1495
30.5323,-25.6576,DEV,-99,0.2715,21.298,19.9199,19.1968
30.5342,-8.437,SER,0.3347,0.3465,19.4754,17.7422,16.8691
30.5386,-34.4354,SER,-99,0.5804,20.3921,18.4629,17.1004
30.5426,-11.1512,SER,-99,0.4428,22.2909,20.4862,19.4895
30.5429,-41.1614,SER,-99,0.7407,22.3343,20.5058,18.8363
30.5443,-1.3778,REX,-99,0.6934,21.6252,20.474,19.2831
30.5535,-17.8101,REX,-99,0.4306,20.1505,19.1359,18.2134
30.5687,18.968,DEV,-99,0.2645,20.6463,19.1372,18.3257
30.572,27.5738,SER,0.2579,0.2526,19.3976,17.9002,17.0846
30.5803,-35.5677,DEV,-99,0.4109,22.2385,20.6148,19.6459
30.5823,-28.1924,SER,-99,0.3913,20.4503,19.3201,18.5384
30.586,26.9333,SER,-99,0.3019,20.4005,19.5272,18.8579
30.5999,-0.9326,DEV,0.5992,0.5937,21.4144,19.6059,18.23
30.6003,5.4739,SER,-99,0.2121,19.3806,18.1062,17.2645
30.6126,21.4872,SER,-99,0.2645,19.59,18.1438,17.2592
30.6134,-8.639,SER,0.4152,0.3958,21.3032,19.5054,18.4796
30.6204,-48.0672,EXP,-99,0.2106,19.8014,19.0784,18.6228
30.6285,5.4693,SER,0.2399,0.2458,18.2712,16.7971,15.976
30.6376,-7.5629,SER,-99,0.525,20.8994,18.9768,17.7643
30.6376,-36.1256,REX,-99,0.6511,21.1638,20.1019,19.0902
30.6474,0.2189,REX,0.0781,0.1002,18.5941,18.0688,17.7253
30.6511,-6.6293,SER,0.6398,0.6454,22.1478,20.233,18.7414
30.6599,-63.2224,REX,-99,0.2845,19.7514,18.7154,18.0622
30.666,21.8935,DEV,-99,0.2735,20.2317,18.6978,17.8513
30.669,-9.5657,SER,0.3216,0.2844,20.1975,18.6419,17.7772
30.6723,1.7944,SER,0.5889,0.5995,21.6135,19.6527,18.1984
30.6785,-34.2145,SER,-99,0.5118,21.6927,19.8163,18.6454
30.6904,-24.289,DEV,-99,0.6384,21.6363,19.6862,18.1456
30.6926,-18.0218,DEV,-99,0.941,23.5643,21.4189,19.2349
30.702,-29.792,SER,-99,0.2091,19.4646,18.6626,17.978
30.708,-63.8676,SER,-99,0.2874,19.3318,17.7532,16.9293
30.7211,-45.1284,DEV,-99,0.69,23.3091,21.4786,19.9504
30.7362,-33.007,DEV,-99,0.8661,23.5814,21.4173,19.4377
30.7367,-49.3406,SER,-99,0.5562,21.1561,19.2768,17.9805
30.7439,24.9424,DEV,-99,0.3286,21.0868,19.4161,18.4386
30.7657,-2.2181,SER,-99,0.215,19.1339,17.8986,17.143
30.7682,-7.1545,DEV,-99,0.6036,22.3364,20.6869,19.4055
30.7697,-7.1543,SER,0.5642,0.5572,20.7502,18.8661,17.5683
30.7706,-50.9566,SER,-99,0.544,21.586,20.3975,19.6235
30.7781,25.929,SER,0.3034,0.3005,20.2695,18.5922,17.6503
30.7876,22.6655,SER,0.6499,0.6503,21.7497,19.8667,18.2621
30.8015,0.5221,SER,-99,0.3468,20.6803,19.245,18.2751
30.8062,-43.1402,DEV,-99,0.1939,20.0792,18.9987,18.4236
30.8121,14.8599,DEV,0.61,0.6162,22.1047,20.2125,18.742
30.8124,-47.9317,SER,-99,0.8069,22.9088,20.9062,18.961
30.8132,-55.689,DEV,-99,0.8183,23.6474,21.8261,19.9368
30.8236,-35.5156,SER,-99,0.6078,21.8858,20.1433,18.7732
30.8268,-12.9522,SER,-99,0.6407,22.8812,21.2481,19.8703
30.8317,26.6741,SER,0.2752,0.2837,19.283,17.6916,16.8358
30.8343,-36.2934,SER,-99,0.1629,18.5464,17.4486,16.7717
30.8454,-9.7597,SER,-99,0.2784,20.386,19.6012,19.0881
30.846,-7.7256,SER,0.5378,0.5408,21.9225,20.0895,18.8864
30.8508,-46.4659,SER,-99,0.2302,20.0756,18.7935,18.0809
30.8599,-56.7031,SER,-99,0.2254,18.9411,17.633,16.8936
30.868,8.06,DEV,-99,0.6278,23.151,21.2719,19.8733
30.8697,-6.9972,SER,0.3317,0.3333,19.7873,18.3811,17.5116
30.8729,-37.6243,SER,-99,0.257,20.4642,19.0697,18.2974
30.8737,-60.2356,SER,-99,0.2021,19.2203,18.7466,18.4898
30.9135,-37.356,SER,-99,0.7464,22.0758,20.3878,18.7144
30.9141,-18.5235,SER,-99,0.2175,19.3125,18.1929,17.3545
30.9153,-31.0823,SER,-99,0.4145,21.5909,19.9705,19.0429
30.9173,-6.0255,EXP,0.3335,0.3567,21.1445,19.5519,18.6838
30.9194,-22.4492,DEV,-99,0.7276,22.4727,20.5337,18.854
30.9212,-10.362,SER,-99,0.6427,21.9322,19.989,18.4621
30.9265,-22.1558,SER,-99,0.5045,21.2878,19.3599,18.1475
30.939,-33.5855,SER,0.6475,0.6419,21.7569,19.7827,18.2649
30.9635,-24.102,DEV,-99,0.6234,22.8664,20.9902,19.5492
30.9794,20.5428,SER,0.2497,0.2355,19.3468,17.7653,16.8143
30.9797,-10.0922,SER,-99,0.5309,21.3706,19.4923,18.2814
31.0055,-51.0777,REX,-99,0.3042,20.5533,19.4078,18.6251
31.008,6.9857,SER,-99,0.4683,21.1311,19.1948,18.0906
31.0099,15.5834,SER,-99,0.3903,20.0518,18.189,17.2135
31.0099,-25.9892,SER,-99,0.2192,19.831,19.1392,18.6327
31.0262,-2.9054,SER,0.2371,0.2546,19.0799,17.7284,16.9001
31.0334,-6.0833,DEV,-99,0.6995,23.0344,21.1053,19.5013
31.046,19.1422,REX,-99,0.3678,20.3488,19.1781,18.1234
31.0514,-39.5374,SER,-99,0.5234,20.7375,18.925,17.7426
31.053,-35.1279,SER,-99,0.314,21.5353,20.2268,18.9527
31.053,-20.6595,SER,-99,0.3287,21.164,19.8426,19.1422
31.0726,-31.4913,SER,-99,0.4295,21.0477,19.2601,18.2826
31.0892,31.5296,SER,-99,0.3254,20.6199,19.1921,18.2764
31.0938,0.4914,SER,-99,0.5951,22.6841,21.0458,19.7855
31.0972,-4.696,SER,0.2941,0.2892,19.7443,18.3138,17.5047
31.1095,-34.9287,DEV,-99,0.6047,21.2205,19.3595,17.9297
31.1144,32.8668,SER,-99,0.5538,21.9452,20.1701,18.945
31.1161,-3.1556,SER,-99,0.3058,20.4068,19.1725,18.2049
31.1237,-2.5091,SER,0.6505,0.6469,21.8486,20.0395,18.5468
31.126,0.3096,DEV,-99,0.9282,24.5221,21.7738,19.596
31.1303,-28.0617,SER,-99,0.2865,20.5409,19.0857,17.7991
31.1306,-28.0621,DEV,-99,0.4535,23.3054,20.9342,19.7146
31.1342,33.3075,DEV,-99,0.5928,21.4787,19.5495,18.0967
31.142,28.9069,DEV,-99,0.3047,21.1733,19.6586,18.797
31.146,-3.5246,REX,-99,0.3057,20.3499,19.4411,18.9069
31.1501,-20.6982,SER,-99,0.3283,19.3716,17.7087,16.8554
31.1587,0.6441,SER,0.2833,0.2966,19.4701,17.8813,17.0458
31.1625,21.3328,REX,-99,0.1301,18.779,18.1188,17.5897
31.1651,-64.3065,DEV,-99,0.4983,21.0828,19.1649,17.9923
31.168,-50.8989,SER,-99,0.3457,20.7098,19.5411,18.7534
31.1823,-10.1018,SER,0.3186,0.3375,20.3844,18.7922,17.7947
31.1839,21.0359,SER,-99,0.5249,21.7629,19.7169,18.3382
31.1855,-8.0786,SER,0.664,0.6667,21.9077,19.9346,18.3642
31.2055,-5.6584,SER,0.6941,0.7008,21.5809,19.6564,17.9941
31.22,-3.3948,SER,-99,0.6349,22.8748,21.2942,19.9574
31.227,-46.4259,SER,-99,0.3977,20.2396,19.1931,18.5805
31.2414,-46.7001,SER,-99,0.3071,20.4088,19.0591,17.9398
31.2522,-40.8631,DEV,-99,0.5749,21.8255,19.8936,18.5431
31.255,2.3355,SER,-99,0.6428,23.4067,21.9576,19.8708
31.2637,-27.7091,SER,-99,0.2532,20.1235,19.421,18.9805
31.2647,-27.0402,SER,-99,0.735,22.7667,20.7932,19.0869
31.2749,-33.2963,SER,-99,0.3834,20.4176,18.5737,17.6862
31.2824,-42.9492,SER,-99,0.0911,20.1081,19.7419,19.563
31.284,12.9056,DEV,-99,0.7742,23.0294,20.9432,19.0147
31.2852,-36.7976,DEV,-99,0.932,24.1356,21.5854,19.5609
31.2897,-37.4703,SER,-99,0.7377,21.6734,19.9396,18.2571
31.2944,-18.9425,SER,-99,0.2531,19.7386,19.0063,18.4959
31.2946,-1.4155,SER,-99,0.2561,19.8007,18.3711,17.5929
31.2952,-20.1405,DEV,-99,0.4689,21.0498,19.2075,18.1501
31.3067,-43.0429,SER,-99,0.1855,18.4484,17.2627,16.5487
31.307,-54.2029,SER,-99,0.6675,22.0547,20.1202,18.6181
31.3074,-0.7344,SER,-99,0.259,19.6608,18.2439,17.4865
31.3153,14.2189,SER,0.424,0.4315,20.3885,18.353,17.2857
31.3181,-3.0121,DEV,-99,0.5478,22.5157,20.6997,19.4149
31.3208,-1.389,REX,-99,0.6892,20.9745,20.1736,19.0387
31.333,-26.877,SER,-99,0.4197,20.8075,19.38,18.3412
31.3398,4.2283,SER,0.2599,0.2756,19.2805,17.8096,17.0086
31.3456,-2.1348,DEV,-99,0.3065,20.4016,18.8498,18.0461
31.3553,-16.4083,DEV,-99,0.7683,23.3743,21.602,19.9117
31.3595,23.8149,SER,-99,0.3073,21.1273,19.5882,18.4591
31.3605,-45.8024,SER,-99,0.3781,19.8929,18.0898,17.21
31.361,-6.5766,SER,-99,0.3121,20.6556,19.5466,18.6285
31.3612,-45.8033,SER,-99,0.6354,21.5859,20.4602,19.4559
31.3674,-18.7171,SER,-99,0.3241,20.5142,19.3548,18.2218
31.3746,-24.7629,SER,-99,0.9387,22.391,20.9117,18.9412
31.3759,-51.4411,DEV,-99,0.6857,22.1431,20.1384,18.5231
31.3764,-24.7873,REX,-99,0.6575,20.7178,20.0218,19.2592
31.3778,-18.8204,SER,-99,0.557,20.7643,19.5576,18.5722
31.3833,-11.9156,SER,-99,0.3587,20.0234,18.2743,17.3783
31.4022,-21.8364,SER,-99,0.6853,22.8818,21.0715,19.5014
31.4207,21.5498,DEV,0.6623,0.6868,22.1695,20.2035,18.478
31.4261,-58.1933,SER,-99,0.185,19.4021,18.8478,18.5633
31.4275,-42.4793,DEV,-99,0.2573,19.0426,17.8451,17.1155
31.4293,4.3826,SER,0.649,0.6706,22.4421,20.5759,19.0461
31.4308,-12.5415,REX,-99,0.3526,20.3654,19.3743,18.5745
31.4354,-13.8188,SER,-99,0.3488,19.4305,17.7102,16.8383
31.4458,-27.7947,SER,-99,0.4139,20.734,19.1312,18.0784
31.4519,21.9787,DEV,-99,0.2443,19.8878,18.3836,17.528
31.4579,8.5831,DEV,-99,0.2325,21.1119,19.8914,18.5917
31.4632,10.5124,SER,-99,0.3026,19.8328,18.6981,18.0326
31.4652,-63.4007,REX,-99,0.3489,20.7493,19.4199,18.5359
31.4861,0.0191,SER,0.1749,0.1803,17.5517,16.3412,15.6046
31.4983,0.766,SER,-99,0.7936,22.8027,21.0327,19.2164
31.5237,2.9806,DEV,-99,0.4352,22.0909,20.2943,19.3054
31.5316,-37.2223,SER,-99,0.3573,20.5141,19.6276,19.0944
31.5463,-5.3112,SER,-99,0.8816,23.6727,21.4338,19.5011
31.5475,-37.4941,SER,-99,0.5054,21.0705,19.1991,18.0301
31.5881,-23.6011,REX,-99,0.3277,20.1023,19.1339,18.4694
31.5959,29.7043,SER,0.6339,0.6229,21.7871,19.8282,18.2978
31.599,28.2602,SER,0.7737,0.7482,21.1542,19.9531,18.4569
31.6016,-20.549,DEV,-99,0.5708,21.3952,19.6106,18.3205
31.6025,10.1106,SER,-99,0.5143,20.7891,18.8869,17.666
31.6057,29.5221,DEV,-99,0.2707,20.8826,19.4863,18.6883
31.6318,-21.5946,SER,-99,0.5961,21.5598,19.6871,18.2914
31.6344,-13.3696,SER,-99,0.6545,22.8894,21.1101,19.6712
31.6392,-15.4867,SER,-99,0.3193,19.9662,18.2943,17.3754
31.6434,-14.8981,SER,-99,0.6971,21.9999,20.7544,19.5025
31.6434,1.6258,SER,0.1376,0.1358,17.174,16.1011,15.3765
31.6442,-14.8979,SER,-99,0.2994,20.0964,18.5398,17.732
31.6478,18.1627,REX,-99,0.3363,21.1559,19.4689,18.5165
31.6564,-34.497,SER,-99,0.5083,22.01,20.1517,19.009
31.6572,-34.2823,SER,-99,0.4872,21.9364,20.2671,19.1977
31.6616,-22.7226,SER,-99,0.7359,21.2908,20.2418,19.0729
31.6622,4.8011,SER,0.2534,0.2573,18.8709,17.3533,16.53
31.6629,4.7988,SER,-99,0.427,21.5069,20.2726,19.6056
31.6636,4.8005,EXP,-99,0.2847,21.0776,20.4411,19.9986
31.6648,-7.9674,DEV,-99,0.8637,24.1339,21.9724,19.9228
31.6711,-61.9205,SER,-99,0.294,20.1812,18.6714,17.8278
31.6715,-2.0052,DEV,-99,0.6888,20.3797,19.635,18.3423
31.6756,2.3054,SER,-99,0.7584,22.8563,20.7187,18.9198
31.6862,-27.3236,SER,-99,0.41,20.59,18.9514,17.9787
31.69,-10.7414,DEV,-99,0.655,21.9018,19.8714,18.3204
31.6971,-19.7453,REX,-99,0.5214,21.4857,19.6804,18.5799
31.7,-45.0532,SER,-99,0.6292,21.5085,19.6265,18.1121
31.7003,-11.6138,SER,-99,0.815,23.1671,21.4032,19.6029
31.7131,-20.7519,SER,-99,0.5448,20.7649,18.8824,17.6171
31.7226,-26.8251,SER,-99,0.4976,20.7639,19.2797,18.244
31.7239,-27.2773,SER,-99,0.8175,21.7438,20.3153,18.4893
31.7271,-21.0324,EXP,-99,0.3719,21.3925,20.46,19.9241
31.7301,-14.9027,SER,-99,0.5431,20.4971,19.77,19.0939
31.7319,-31.7726,DEV,-99,0.6,21.8087,19.8298,18.4103
31.7346,20.1826,SER,0.249,0.2821,20.0254,18.1353,16.8726
31.7425,-1.2655,SER,-99,0.6737,21.9798,20.0104,18.3996
31.7434,-1.331,SER,0.539,0.5402,20.524,18.7718,17.5479
31.7498,-29.5152,SER,-99,0.7396,21.9469,20.0625,18.3508
31.7642,-27.4479,SER,-99,0.9488,23.0475,20.722,18.6053
31.7707,-34.7067,SER,-99,0.6041,22.6744,20.8998,19.5651
31.7772,-6.7484,REX,-99,0.1892,19.3415,18.6631,18.198
31.7788,21.2563,DEV,0.402,0.4131,20.7454,18.7624,17.7032
31.779,-20.1839,DEV,-99,0.6824,22.6357,20.6216,19.0331
31.7793,20.7085,EXP,-99,0.3579,22.3376,20.6674,19.5262
